Unnamed: 0,ID,IDstudy,plotID,country,region,climate,bedrock,soil_type,TYPE_CHANGE,CROP_current,CROP_type,current_land_use*,LUC_this_study,previous_land_use*,NUM_DEPTH,N_measured_current.1,temperature_Celsiul,precipitation_mm,Latitud,Longitud,years_since_luc,year_measure,soil_from_cm_current,soil_to_cm_current,depth_midpoint_current,bulk_density_Mg_m3_current,%clay_current,%silt_current,%sand_current,ph_current,SOC_Mg_ha_current,sd_SOC_Mgha_current,soil_from_cm_previous,soil_to_cm_previous,depth_midpoint_previous,Bulkdensity_previous,%clay_previous,%silt_previous,%sand_previous,ph_previous,SOC_Mg_ha_previous,SOC_change,SOC_percentage_change,csp_change,luc_rank
368,1329,150,598,Brazil,Paraipaba,Tropical,,Quartzipsamment,LUC,Manilkara,woody,food,YES,natural_forest,2,3,26.7,998.0,-3.4384,-39.1482,6.0,,10.0,30.0,20.0,,,,,5.949999999999999,9.8,,10.0,30.0,20.0,,10.5,4.0,85.5,,13.55,3.75,-27.675276752767523,-3.0,1.0
369,1336,151,599,Brazil,Unai,Tropical,Clay_sediments,Haplustox,LUC,Eucalyptus,woody,SRC,YES,natural_forest,2,3,22.5,1440.0,-16.3597,-46.9028,14.0,2003.0,10.0,30.0,10.0,,,,,,31.6,,10.0,30.0,10.0,,47.1,20.9,32.0,5.15,28.9,-2.700000000000003,9.342560553633229,-2.0,1.0
370,1338,151,600,Brazil,J_Pinheiro,Tropical,Loamy_sediments,Haplustox,LUC,Eucalyptus,woody,SRC,YES,natural_forest,2,3,22.5,1440.0,-17.7405,-46.1742,14.0,2003.0,10.0,30.0,20.0,,,,,4.6,27.7,,10.0,30.0,20.0,,34.25,1.25,64.5,4.65,23.25,-4.449999999999999,19.13978494623656,-2.0,1.0
371,1339,151,601,Brazil,J_Pinheiro,Tropical,Sandy_sediments,Haplustox,LUC,Eucalyptus,woody,SRC,YES,natural_forest,2,3,22.5,1440.0,-17.7405,-46.1742,14.0,2003.0,10.0,30.0,20.0,,,,,4.4,21.8,,10.0,30.0,20.0,,11.15,0.0,88.85,4.4,17.95,-3.8500000000000014,21.448467966573823,-2.0,1.0
372,1342,152,602,Brazil,S._Sebastiao_Paraiso,Tropical,Basalt,Rhodic_Acrudox,LUC,Coffee,woody,food,YES,natural_forest,1,1,20.8,1470.0,-20.9172,-46.9841,14.0,2009.0,0.0,30.0,15.0,,,,,6.7,37.8,,0.0,30.0,15.0,,57.0,23.0,20.0,,37.4,-0.3999999999999986,1.0695187165775364,-3.0,1.0
373,1343,152,603,Brazil,S._Sebastiao_Paraiso,Tropical,Basalt,Rhodic_Acrudox,LUC,Coffee,woody,food,YES,natural_forest,1,1,20.8,1470.0,-20.9172,-46.9841,14.0,2009.0,0.0,30.0,15.0,,,,,5.2,24.5,,0.0,30.0,15.0,,57.0,23.0,20.0,,37.4,12.9,-34.49197860962567,-3.0,1.0
374,1344,152,604,Brazil,S._Sebastiao_Paraiso,Tropical,Basalt,Rhodic_Acrudox,LUC,Coffee,woody,food,YES,natural_forest,1,1,20.8,1470.0,-20.9172,-46.9841,14.0,2009.0,0.0,30.0,15.0,,,,,6.6,29.1,,0.0,30.0,15.0,,57.0,23.0,20.0,,37.4,8.299999999999997,-22.192513368983956,-3.0,1.0
375,1345,153,605,Brazil,S._Sebastiao_Paraiso,Tropical,Basalt,Rhodic_Acrudox,LUC,Coffee,woody,food,YES,natural_forest,2,3,20.8,1470.0,-20.9172,-46.9841,10.0,2010.0,10.0,30.0,20.0,,,,,5.9,53.3,,10.0,30.0,20.0,,46.0,28.0,26.0,,60.75,7.450000000000003,-12.263374485596712,-3.0,1.0
376,1346,153,606,Brazil,S._Sebastiao_Paraiso,Tropical,Basalt,Rhodic_Acrudox,LUC,Coffee,woody,food,YES,natural_forest,2,3,20.8,1470.0,-20.9172,-46.9841,10.0,2010.0,10.0,30.0,20.0,,,,,5.199999999999999,53.900000000000006,,10.0,30.0,20.0,,46.0,28.0,26.0,,60.75,6.849999999999994,-11.275720164609044,-3.0,1.0
377,1349,154,607,Brazil,Campo_Belo,Tropical,Gneiss,Hapludult,LUC,Coffee,woody,food,YES,natural_forest,2,1,22.3,1250.0,-20.8938,-45.2721,12.0,2011.0,10.0,30.0,20.0,,48.35,7.5,44.0,6.5,41.15,,10.0,30.0,20.0,,60.0,11.5,28.5,5.45,44.05,2.8999999999999986,-6.58342792281498,-3.0,1.0
378,1350,154,608,Brazil,Campo_Belo,Tropical,Gneiss,Hapludult,LUC,Cedar,woody,food,YES,natural_forest,2,1,22.3,1250.0,-20.8938,-45.2721,7.0,2011.0,10.0,30.0,20.0,,38.35,8.5,53.15,6.65,38.55,,10.0,30.0,20.0,,60.0,11.5,28.5,5.7,44.05,5.5,-12.485811577752555,-3.0,1.0
379,1351,154,609,Brazil,Campo_Belo,Tropical,Gneiss,Hapludult,LUC,Coffee,woody,food,YES,natural_forest,2,1,22.3,1250.0,-20.8938,-45.2721,25.0,2011.0,10.0,30.0,20.0,,46.5,9.5,44.0,5.35,33.05,,10.0,30.0,20.0,,52.0,8.0,40.0,5.45,53.1,20.050000000000004,-37.75894538606404,-3.0,1.0
380,1352,154,610,Brazil,Campo_Belo,Tropical,Gneiss,Hapludult,LUC,Cedar,woody,SRC,YES,natural_forest,2,1,22.3,1250.0,-20.8938,-45.2721,7.0,2011.0,10.0,30.0,20.0,,47.5,9.0,43.5,5.95,39.85,,10.0,30.0,20.0,,52.0,8.0,40.0,5.7,53.1,13.25,-24.95291902071563,-2.0,1.0
381,1357,155,611,Brazil,Monte_Verde,Tropical,Gneiss,Udult,LUC,Pinus,woody,SRC,YES,natural_forest,2,1,16.3,1.642,-15.3239,-54.8731,7.0,2010.0,10.0,30.0,20.0,,46.0,11.0,43.0,5.199999999999999,76.75,,10.0,30.0,20.0,,33.0,15.5,51.5,4.949999999999999,66.75,-10.0,14.9812734082397,-2.0,1.0
382,1358,155,612,Brazil,Monte_Verde,Tropical,Gneiss,Udult,LUC,Araucaria,woody,SRC,YES,natural_forest,2,1,16.3,1.642,-15.3239,-54.8731,30.0,2010.0,10.0,30.0,20.0,,42.5,12.0,45.5,4.949999999999999,101.2,,10.0,30.0,20.0,,33.0,15.5,51.5,4.949999999999999,66.75,-34.44999999999999,51.61048689138576,-2.0,1.0
383,1359,155,613,Brazil,Monte_Verde,Tropical,Gneiss,Udult,LUC,Eucalyptus,woody,SRC,YES,secondary_forest,2,1,16.3,1.642,-15.3239,-54.8731,6.0,2010.0,10.0,30.0,20.0,,39.5,14.0,46.5,5.15,67.05,,10.0,30.0,20.0,,33.0,15.5,51.5,4.949999999999999,66.75,-0.2999999999999971,0.4494382022471867,-1.0,2.0
384,1363,156,614,Brazil,Presidente_Olegario,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-18.4101,-46.4169,8.0,2005.0,0.0,20.0,10.0,0.765,,,,,66.08,,0.0,20.0,10.0,0.81,,,,,61.44,-4.640000000000001,7.552083333333334,-1.0,2.0
385,1366,156,615,Brazil,Presidente_Olegario,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-18.4101,-46.4169,21.0,2005.0,0.0,20.0,10.0,0.815,,,,,63.615,,0.0,20.0,10.0,0.81,,,,,61.44,-2.174999999999997,3.540039062499996,-1.0,2.0
386,1369,156,616,Brazil,Presidente_Olegario,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-18.4101,-46.4169,17.0,2005.0,0.0,20.0,10.0,0.8200000000000001,,,,,71.325,,0.0,20.0,10.0,0.81,,,,,61.44,-9.885000000000003,16.088867187500007,-1.0,2.0
387,1372,156,617,Brazil,Presidente_Olegario,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-18.4101,-46.4169,35.0,2005.0,0.0,20.0,10.0,0.79,,,,,66.75,,0.0,20.0,10.0,0.81,,,,,61.44,-5.310000000000002,8.642578125000004,-1.0,2.0
388,1378,156,619,Brazil,Manhumirim,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-20.3597,-41.9589,6.0,2005.0,0.0,20.0,10.0,0.885,,,,,67.37,,0.0,20.0,10.0,1.07,,,,,62.945,-4.425000000000004,7.029946778933997,-1.0,2.0
389,1381,156,620,Brazil,Manhumirim,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-20.3597,-41.9589,35.0,2005.0,0.0,20.0,10.0,0.725,,,,,69.415,,0.0,20.0,10.0,1.07,,,,,62.945,-6.470000000000006,10.278814838350952,-1.0,2.0
390,1384,156,621,Brazil,Manhumirim,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-20.3597,-41.9589,40.0,2005.0,0.0,20.0,10.0,0.865,,,,,56.56,,0.0,20.0,10.0,1.07,,,,,62.945,6.384999999999998,-10.143776312653902,-1.0,2.0
391,1387,156,622,Brazil,Manhumirim,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-20.3597,-41.9589,40.0,2005.0,0.0,20.0,10.0,0.96,,,,,33.595,,0.0,20.0,10.0,1.07,,,,,62.945,29.35,-46.628008578918106,-1.0,2.0
392,1393,156,624,Brazil,Sao_Tomas_de_Aquino,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-20.7987,-47.0972,10.0,2005.0,0.0,20.0,10.0,0.87,,,,,41.7,,0.0,20.0,10.0,0.985,,,,,49.715,8.015,-16.121894800362064,-1.0,2.0
393,1396,156,625,Brazil,Sao_Tomas_de_Aquino,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-20.7987,-47.0972,25.0,2005.0,0.0,20.0,10.0,0.88,,,,,41.66,,0.0,20.0,10.0,0.985,,,,,49.715,8.055,-16.202353414462433,-1.0,2.0
394,1399,156,626,Brazil,Sao_Tomas_de_Aquino,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-20.7987,-47.0972,59.0,2005.0,0.0,20.0,10.0,0.95,,,,,44.69500000000001,,0.0,20.0,10.0,0.985,,,,,49.715,5.019999999999996,-10.097556069596694,-1.0,2.0
395,1402,156,627,Brazil,Sao_Tomas_de_Aquino,Tropical,,,LUC,Coffee,woody,food,YES,grassland,3,18,22.0,1500.0,-20.7987,-47.0972,37.0,2005.0,0.0,20.0,10.0,1.0750000000000002,,,,,45.74,,0.0,20.0,10.0,0.985,,,,,49.715,3.975000000000009,-7.995574776224496,-1.0,2.0
396,1516,158,665,USA,North_dakota,Temperate,,,LUC,Poplar,woody,SRC,YES,grassland,1,5,5.0,438.0,47.551,-101.0,18.0,,0.0,30.0,15.0,,,,,,89.0,,0.0,30.0,15.0,,,,,,91.0,2.0,-2.197802197802198,0.0,3.0
397,1517,159,666,PuertoRico,Toa_Baja,Tropical,Calcareous_marine_origin,,LUC,Eucalyptus,woody,SRC,YES,fallow,1,9,25.6,160.0,18.4,-66.2,4.0,,0.0,40.0,20.0,1.1,,,,7.9,50.19,,0.0,40.0,20.0,1.19,,,,7.71,64.87,14.680000000000009,-22.629875134885165,2.0,5.0
398,1518,159,667,PuertoRico,Toa_Baja,Tropical,Calcareous_marine_origin,,LUC,Casuarina,woody,SRC,YES,fallow,1,9,25.6,160.0,18.4,-66.2,4.0,,0.0,30.0,15.0,1.1,,,,7.9,45.89,,0.0,30.0,15.0,1.19,,,,7.71,64.87,18.980000000000004,-29.258517034068134,2.0,5.0
399,1519,159,668,PuertoRico,Toa_Baja,Tropical,Calcareous_marine_origin,,LUC,Eucalyptus,woody,SRC,YES,fallow,1,9,25.6,160.0,18.4,-66.2,4.0,,0.0,30.0,15.0,1.1,,,,7.9,50.03,,0.0,30.0,15.0,1.19,,,,7.71,64.87,14.840000000000003,-22.876522275319875,2.0,5.0
400,1520,160,669,Canada,Ontario,Temperate,,Albic_Luvisols,LUC,Poplar,woody,SRC,YES,annual_crop,1,24,7.2,830.0,43.541,-80.208,13.0,,0.0,20.0,10.0,,,,,,108.96,,0.0,20.0,10.0,,,,,7.4,90.22,-18.739999999999995,20.771447572600305,2.0,5.0
401,1521,161,670,Canada,Ontario,Temperate,,Albic_Luvisols,LUC,Spruce,woody,SRC,YES,annual_crop,1,24,7.2,830.0,43.541,-80.208,13.0,,0.0,30.0,15.0,,,,,,91.61,,0.0,30.0,15.0,,,,,7.4,90.22,-1.3900000000000006,1.5406783418310803,2.0,5.0
402,1522,162,671,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,LUC,Acacia,woody,SRC,YES,fallow,1,3,24.0,800.0,-6.666,37.65,5.0,,0.0,15.0,7.5,1.35,,,,6.7,15.7,,0.0,15.0,7.5,1.35,,,,6.7,16.98,1.2800000000000011,-7.538280329799771,2.0,5.0
403,1523,163,672,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,LUC,Acacia,woody,SRC,YES,fallow,1,3,24.0,800.0,-6.666,37.65,5.0,,0.0,15.0,7.5,1.35,,,,6.7,24.41,,0.0,15.0,7.5,1.35,,,,6.7,16.98,-7.43,43.75736160188456,2.0,5.0
404,1524,164,673,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,LUC,Acacia,woody,SRC,YES,fallow,1,3,24.0,800.0,-6.666,37.65,5.0,,0.0,15.0,7.5,1.35,,,,6.7,20.6,,0.0,15.0,7.5,1.35,,,,6.7,16.98,-3.620000000000001,21.319199057714965,2.0,5.0
405,1525,165,674,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,LUC,Acacia,woody,SRC,YES,fallow,1,3,24.0,800.0,-6.666,37.65,5.0,,0.0,15.0,7.5,1.35,,,,6.7,17.93,,0.0,15.0,7.5,1.35,,,,6.7,16.98,-0.9499999999999992,5.594817432273258,2.0,5.0
406,1526,166,675,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,LUC,Acacia,woody,SRC,YES,fallow,1,3,24.0,800.0,-6.666,37.65,5.0,,0.0,15.0,7.5,1.35,,,,6.7,21.65,,0.0,15.0,7.5,1.35,,,,6.7,16.98,-4.669999999999998,27.502944640753817,2.0,5.0
407,1527,167,676,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,LUC,Acacia,woody,SRC,YES,annual_crop,1,3,24.0,800.0,-6.666,37.65,5.0,,0.0,15.0,7.5,1.35,,,,6.7,15.7,,0.0,15.0,7.5,1.35,,,,6.7,12.4,-3.299999999999999,26.612903225806445,2.0,5.0
408,1528,168,677,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,LUC,Acacia,woody,SRC,YES,annual_crop,1,3,24.0,800.0,-6.666,37.65,5.0,,0.0,15.0,7.5,1.35,,,,6.7,24.41,,0.0,15.0,7.5,1.35,,,,6.7,12.4,-12.01,96.8548387096774,2.0,5.0
409,1529,169,678,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,LUC,Acacia,woody,SRC,YES,annual_crop,1,3,24.0,800.0,-6.666,37.65,5.0,,0.0,15.0,7.5,1.35,,,,6.7,20.6,,0.0,15.0,7.5,1.35,,,,6.7,12.4,-8.200000000000001,66.12903225806453,2.0,5.0
410,1530,170,679,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,LUC,Acacia,woody,SRC,YES,annual_crop,1,3,24.0,800.0,-6.666,37.65,5.0,,0.0,15.0,7.5,1.35,,,,6.7,17.93,,0.0,15.0,7.5,1.35,,,,6.7,12.4,-5.529999999999999,44.596774193548384,2.0,5.0
411,1531,171,680,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,LUC,Acacia,woody,SRC,YES,annual_crop,1,3,24.0,800.0,-6.666,37.65,5.0,,0.0,15.0,7.5,1.35,,,,6.7,21.65,,0.0,15.0,7.5,1.35,,,,6.7,12.4,-9.249999999999998,74.59677419354837,2.0,5.0
412,1532,172,681,Costa_rica,Talamanca,Tropical,,Entisol,LUC,Cocoa,woody,food,YES,grassland,1,3,25.8,2370.0,9.416,-83.0,30.0,,0.0,10.0,5.0,,,,,,30.25,,0.0,10.0,5.0,,,,,,22.91,-7.34,32.038411174159755,-1.0,2.0
413,1533,173,682,Costa_rica,Talamanca,Tropical,,Entisol,LUC,Cocoa,woody,food,YES,grassland,1,3,25.8,2370.0,9.416,-83.0,30.0,,0.0,10.0,5.0,,,,,,31.19,,0.0,10.0,5.0,,,,,,22.91,-8.280000000000001,36.14142295940638,-1.0,2.0
414,1534,174,683,Costa_rica,Talamanca,Tropical,,Entisol,LUC,Cocoa,woody,food,YES,grassland,1,3,25.8,2370.0,9.416,-83.0,34.0,,0.0,10.0,5.0,,,,,,77.5,,0.0,10.0,5.0,,,,,,22.91,-54.59,238.28022697512003,-1.0,2.0
415,1535,175,684,Ethiopia,Rift_Valley,Arid,Tertiary_volcanic,,LUC,Woodlot,woody,SRC,YES,annual_crop,1,3,16.0,768.0,12.5,39.5,31.0,,0.0,10.0,5.0,,,,,,6.76,,0.0,10.0,5.0,,,,,,6.28,-0.4799999999999995,7.643312101910821,2.0,5.0
416,1541,177,690,Australia,Dryandra,Mediterranean,,Natrixeralfs,LUC,Eucalyptus,woody,SRC,YES,annual_crop,1,5,16.0,509.0,-32.761,116.98,26.0,2002.0,0.0,30.0,15.0,1.67,,,,4.93,52.0,4.16,0.0,30.0,15.0,1.67,,,,4.93,45.5,-6.5,14.285714285714285,2.0,5.0
417,1542,177,691,Australia,Dryandra,Mediterranean,,Natrixeralfs,LUC,Eucalyptus,woody,SRC,YES,annual_crop,1,5,16.0,509.0,-32.761,116.98,26.0,2002.0,0.0,30.0,15.0,1.67,,,,4.93,56.0,14.0,0.0,30.0,15.0,1.67,,,,4.93,45.5,-10.5,23.07692307692308,2.0,5.0
418,1543,177,692,Australia,Dryandra,Mediterranean,,Natrixeralfs,LUC,Eucalyptus,woody,SRC,YES,annual_crop,1,5,16.0,509.0,-32.761,116.98,26.0,2002.0,0.0,30.0,15.0,1.67,,,,4.93,45.0,6.75,0.0,30.0,15.0,1.67,,,,4.93,45.5,0.5,-1.098901098901099,2.0,5.0
419,1544,177,693,Australia,Dryandra,Mediterranean,,Natrixeralfs,LUC,Eucalyptus,woody,SRC,YES,annual_crop,1,5,16.0,509.0,-32.761,116.98,26.0,2002.0,0.0,30.0,15.0,1.67,,,,4.93,46.0,17.94,0.0,30.0,15.0,1.67,,,,4.93,45.5,-0.5,1.098901098901099,2.0,5.0
420,1545,177,694,Australia,Popanyinning,Mediterranean,,Natrixeralfs,LUC,Eucalyptus,woody,SRC,YES,annual_crop,1,5,16.0,442.0,-32.6455,117.25,26.0,2002.0,0.0,30.0,15.0,1.98,,,,4.88,39.0,3.12,0.0,30.0,15.0,1.98,,,,4.88,42.0,3.0,-7.142857142857142,2.0,5.0
421,1546,177,695,Australia,Popanyinning,Mediterranean,,Natrixeralfs,LUC,Eucalyptus,woody,SRC,YES,annual_crop,1,5,16.0,442.0,-32.6455,117.25,26.0,2002.0,0.0,30.0,15.0,1.98,,,,4.88,40.0,10.0,0.0,30.0,15.0,1.98,,,,4.88,42.0,2.0,-4.761904761904762,2.0,5.0
422,1547,177,696,Australia,Popanyinning,Mediterranean,,Natrixeralfs,LUC,Eucalyptus,woody,SRC,YES,annual_crop,1,5,16.0,442.0,-32.6455,117.25,26.0,2002.0,0.0,30.0,15.0,1.98,,,,4.88,37.5,5.63,0.0,30.0,15.0,1.98,,,,4.88,42.0,4.5,-10.714285714285714,2.0,5.0
423,1548,177,697,Australia,Popanyinning,Mediterranean,,Natrixeralfs,LUC,Eucalyptus,woody,SRC,YES,annual_crop,1,5,16.0,442.0,-32.6455,117.25,26.0,2002.0,0.0,30.0,15.0,1.98,,,,4.88,44.0,17.16,0.0,30.0,15.0,1.98,,,,4.88,42.0,-2.0,4.761904761904762,2.0,5.0
425,1550,178,699,Australia,Monarto,Temperate,,,LUC,Atriplex,woody,livestockfood,YES,grassland,2,6,16.0,368.0,-35.717,139.848,4.0,,0.0,30.0,15.0,,,,,,45.39,,0.0,30.0,15.0,,,,,,43.44,-1.9500000000000028,4.4889502762431,-1.0,2.0
426,1552,178,700,Australia,Waikerie,Temperate,,,LUC,Atriplex,woody,livestockfood,YES,grassland,2,6,17.0,248.0,-32.433,117.394,4.0,,0.0,30.0,15.0,,,,,,14.65,,0.0,30.0,15.0,,,,,,15.39,0.7400000000000002,-4.8083170890188445,-1.0,2.0
427,1554,178,701,Australia,Wickepin,Temperate,,,LUC,Atriplex,woody,livestockfood,YES,grassland,2,24,17.0,2000.0,-32.433,117.394,13.0,,0.0,30.0,15.0,,,,,,27.67,,0.0,30.0,15.0,,,,,,27.91,0.2399999999999984,-0.8599068434252901,-1.0,2.0
428,1556,179,702,India,Karnal,Tropical,,Typic_Natrustalf,LUC,Mango,woody,food,YES,annual_crop,7,3,24.0,735.0,29.716,76.97,34.0,,10.0,30.0,20.0,1.59,17.845,24.105,,7.26,15.35,,10.0,30.0,20.0,1.585,17.785,27.12,,7.745,15.75,0.4000000000000003,-2.539682539682542,1.0,4.0
429,1563,179,703,India,Karnal,Tropical,,Typic_Natrustalf,LUC,Guava,woody,food,YES,annual_crop,7,3,24.0,735.0,29.716,76.97,31.0,,10.0,30.0,20.0,1.515,16.275,24.945,,7.465,23.35,,10.0,30.0,20.0,1.585,17.785,27.12,,7.745,15.75,-7.600000000000001,48.25396825396827,1.0,4.0
430,1570,179,704,India,Karnal,Tropical,,Typic_Natrustalf,LUC,Litchi,woody,food,YES,annual_crop,7,3,24.0,735.0,29.716,76.97,12.0,,10.0,30.0,20.0,1.64,20.51,26.105,,6.77,18.05,,10.0,30.0,20.0,1.585,17.785,27.12,,7.745,15.75,-2.3000000000000007,14.603174603174606,1.0,4.0
431,1577,179,705,India,Karnal,Tropical,,Typic_Natrustalf,LUC,Cloves,woody,food,YES,annual_crop,7,3,24.0,735.0,29.716,76.97,23.0,,10.0,30.0,20.0,1.585,14.76,21.845,,7.359999999999999,18.0,,10.0,30.0,20.0,1.585,17.785,27.12,,7.745,15.75,-2.25,14.285714285714285,1.0,4.0
432,1584,179,706,India,Karnal,Tropical,,Typic_Natrustalf,LUC,Eucalyptus,woody,SRC,YES,annual_crop,7,3,24.0,735.0,29.716,76.97,11.0,,10.0,30.0,20.0,1.47,15.275,25.87,,7.585000000000001,26.85,,10.0,30.0,20.0,1.585,17.785,27.12,,7.745,15.75,-11.1,70.47619047619048,2.0,5.0
433,1591,179,707,India,Karnal,Tropical,,Typic_Natrustalf,LUC,Prosopis,woody,SRC,YES,annual_crop,7,3,24.0,735.0,29.716,76.97,13.0,,10.0,30.0,20.0,1.565,20.635,22.705,,7.564999999999999,14.55,,10.0,30.0,20.0,1.585,17.785,27.12,,7.745,15.75,1.1999999999999993,-7.619047619047614,2.0,5.0
